docs/_generated/rc-alert.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-app-main-layout.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-auto-sizer.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-avatar.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-badge.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-bar-chart.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-breadcrumbs.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-button.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-canvas.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-card.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-checkbox.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-color-picker.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-component-preview.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-cron-picker.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-date-picker.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-dialog.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-divider.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-drawer.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-dropdown-container.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-empty.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-flow-diagram.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-form.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-hooks.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-line-edit.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-masonry.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-menu.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-message.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-notification.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-number-edit.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-pagination.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-prose.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-radio.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-realm.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-router.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-segmented.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-select.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-skeleton.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
docs/_generated/rc-slider.ts(5,42): error TS6142: Module '../site/componentDemos.js' was resolved to 'C:/Users/zhang/Desktop/crab-dev/.website/docs/site/componentDemos.tsx', but '--jsx' is not set.
